student_id,student_name,department,year,section,subject,date,period,status
STU0009,Ganesh Balan,EEE,1,C,Control Systems,2026-01-23,6,Present
STU0009,Ganesh Balan,EEE,1,C,Power Systems,2026-06-09,1,Present
STU0009,Ganesh Balan,EEE,1,C,Power Systems,2026-06-16,-1,Present
STU0010,Divya Kumar,MECH,2,A,Thermodynamics,2026-02-17,4,Unknown
STU0010,Divya Kumar,MECH,2,A,Thermodynamics,2026-05-21,2,Present
STU0010,Divya Kumar,MECH,2,A,Thermodynamics,2026-03-08,7,On Duty
STU0010,Divya Kumar,MECH,2,A,Thermodynamics,2026-02-15,1,Late
STU0010,Divya Kumar,MECH,2,A,Machine Design,2026-05-03,1,Present
STU0010,Divya Kumar,MECH,2,A,Machine Design,2026-04-12,3,Present
STU0010,Divya Kumar,MECH,2,A,Thermodynamics,2026-03-15,6,Late
STU0010,Divya Kumar,MECH,2,A,Fluid Mechanics,2026-06-17,2,Present
STU0010,Divya Kumar,MECH,2,A,Machine Design,2026-06-30,3,Absent
STU0010,Divya Kumar,MECH,2,A,Thermodynamics,2026-05-27,4,Present
STU0011,Deepa Mani,CSE,2,C,Data Structures,2026-03-02,5,Present
STU0011,Deepa Mani,CSE,2,C,DBMS,2026-06-29,1,On Duty
STU0011,Deepa Mani,CSE,2,C,Computer Networks,2026-03-29,3,Present
STU0011,Deepa Mani,CSE,2,C,Computer Networks,2026-01-19,7,Present
STU0011,Deepa Mani,CSE,2,C,Data Structures,2026-03-04,7,Present
STU0011,Deepa Mani,CSE,2,C,DBMS,2026-01-13,2,Absent
STU0011,Deepa Mani,CSE,2,C,Data Structures,2026-03-26,3,Present
STU0011,Deepa Mani,CSE,2,C,Data Structures,2026-04-17,8,Absent
STU0011,Deepa Mani,CSE,2,C,DBMS,2026-03-14,2,Unknown
STU0011,Deepa Mani,CSE,2,C,Data Structures,2026-01-21,2,Absent
STU0011,Deepa Mani,CSE,2,C,DBMS,2026-02-28,2,Absent
STU0012,Dinesh Rao,IT,2,B,Web Technology,2026-05-30,4,Present
STU0012,Dinesh Rao,IT,2,B,Software Engineering,2026-03-26,-1,Present
STU0012,Dinesh Rao,IT,2,B,Software Engineering,2026-02-28,3,Present
STU0012,Dinesh Rao,IT,2,B,Software Engineering,2026-06-21,7,Present
STU0012,Dinesh Rao,IT,2,B,Web Technology,2026-05-12,7,Present
STU0012,Dinesh Rao,IT,2,B,Web Technology,2026-04-16,8,Present
STU0012,Dinesh Rao,IT,2,B,Web Technology,2026-06-18,3,Late
STU0012,Dinesh Rao,IT,2,B,Web Technology,2026-05-02,7,Present
STU0012,Dinesh Rao,IT,2,B,Cloud Computing,2026-02-10,8,Present
STU0013,Mohan Iyer,ECE,1,C,Signals & Systems,2026-03-13,8,Absent
STU0013,Mohan Iyer,ECE,1,C,Signals & Systems,2026-02-09,2,Present
STU0013,Mohan Iyer,ECE,1,C,VLSI Design,2026-03-09,2,Present
STU0013,Mohan Iyer,ECE,1,C,Digital Electronics,2026-05-28,1,Present
STU0013,Mohan Iyer,ECE,1,C,Digital Electronics,2026-05-22,2,Late
STU0013,Mohan Iyer,ECE,1,C,Signals & Systems,2026-03-13,8,Present
STU0013,Mohan Iyer,ECE,1,C,VLSI Design,2026-06-03,3,Present
STU0013,Mohan Iyer,ECE,1,C,VLSI Design,2026-04-24,1,Unknown
STU0013,Mohan Iyer,ECE,1,C,VLSI Design,2026-06-03,2,Present
STU0013,Mohan Iyer,ECE,1,C,VLSI Design,2026-04-17,6,Present
STU0013,Mohan Iyer,ECE,1,C,VLSI Design,2026-04-07,6,Present
STU0013,Mohan Iyer,ECE,1,C,Signals & Systems,2026-03-02,1,Present
STU0013,Mohan Iyer,ECE,1,C,Signals & Systems,2026-02-09,6,Present
STU0014,Karthik Sundaram,CSE,4,C,Data Structures,2026-05-15,6,Present
STU0014,Karthik Sundaram,CSE,4,C,DBMS,2026-05-11,3,Unknown
STU0014,Karthik Sundaram,CSE,4,C,DBMS,2026-01-28,2,Present
STU0014,Karthik Sundaram,CSE,4,C,Computer Networks,2026-01-17,1,Present
STU0014,Karthik Sundaram,CSE,4,C,Unknown,2026-02-02,2,Absent
STU0014,Karthik Sundaram,CSE,4,C,Data Structures,2026-02-13,3,Present
STU0014,Karthik Sundaram,CSE,4,C,Operating Systems,2026-06-14,4,Late
STU0015,Ganesh Chandran,IT,2,B,Web Technology,2026-02-14,8,Present
STU0015,Ganesh Chandran,IT,2,B,Web Technology,2026-06-28,2,Late
STU0015,Ganesh Chandran,IT,2,B,Software Engineering,2026-04-23,7,Present
STU0015,Ganesh Chandran,IT,2,B,Web Technology,2026-06-06,8,Present
STU0015,Ganesh Chandran,IT,2,B,Web Technology,2026-01-21,8,Present
STU0015,Ganesh Chandran,IT,2,B,Web Technology,2026-04-13,1,Present
STU0015,Ganesh Chandran,IT,2,B,Cloud Computing,2026-04-12,2,Absent
STU0015,Ganesh Chandran,IT,2,B,Software Engineering,2026-06-06,5,Present
STU0016,Sanjay Balan,CSE,3,A,Computer Networks,2026-05-04,4,Present
STU0016,Sanjay Balan,CSE,3,A,Operating Systems,2026-05-20,7,Present
STU0016,Sanjay Balan,CSE,3,A,DBMS,2026-03-10,6,Absent
STU0016,Sanjay Balan,CSE,3,A,Data Structures,2026-05-26,1,Present
STU0017,Vignesh Mani,MECH,4,A,Machine Design,2026-01-07,1,Present
STU0017,Vignesh Mani,MECH,4,A,Thermodynamics,2026-06-28,7,Absent
STU0017,Vignesh Mani,MECH,4,A,Machine Design,2026-02-03,2,Unknown
STU0017,Vignesh Mani,MECH,4,A,Machine Design,2026-06-28,1,Present
STU0017,Vignesh Mani,MECH,4,A,Machine Design,2026-05-22,5,Present
STU0017,Vignesh Mani,MECH,4,A,Fluid Mechanics,2026-03-14,2,Present
STU0018,Prasanth Balan,MECH,3,B,Machine Design,2026-06-18,2,Present
STU0018,Prasanth Balan,MECH,3,B,Thermodynamics,2026-04-02,7,Present
STU0018,Prasanth Balan,MECH,3,B,Fluid Mechanics,2026-02-02,6,Absent
STU0018,Prasanth Balan,MECH,3,B,Fluid Mechanics,2026-03-21,6,Present
STU0018,Prasanth Balan,MECH,3,B,Thermodynamics,2026-04-26,3,Late
STU0019,Harish Nair,CSE,1,A,Operating Systems,2026-02-14,3,Present
STU0019,Harish Nair,CSE,1,A,Operating Systems,2026-05-01,5,Present
STU0019,Harish Nair,CSE,1,A,DBMS,2026-01-05,4,Present
STU0019,Harish Nair,CSE,1,A,Operating Systems,2026-03-13,5,Present
STU0019,Harish Nair,CSE,1,A,Computer Networks,2026-05-13,1,Present
STU0019,Harish Nair,CSE,1,A,Data Structures,2026-02-19,4,Present
STU0019,Harish Nair,CSE,1,A,Data Structures,2026-05-14,4,Absent
STU0019,Harish Nair,CSE,1,A,Data Structures,2026-02-01,7,Present
STU0019,Harish Nair,CSE,1,A,Computer Networks,2026-06-14,7,Present
STU0019,Harish Nair,CSE,1,A,Operating Systems,2026-03-22,1,Present
STU0019,Harish Nair,CSE,1,A,Computer Networks,2026-06-17,5,Present
STU0020,Swathi Nair,MECH,3,C,Unknown,2026-05-14,1,Present
STU0020,Swathi Nair,MECH,3,C,Unknown,2026-06-09,8,Late
STU0020,Swathi Nair,MECH,3,C,Fluid Mechanics,2026-02-24,3,Present
STU0020,Swathi Nair,MECH,3,C,Thermodynamics,2026-02-13,6,Absent
STU0020,Swathi Nair,MECH,3,C,Fluid Mechanics,2026-04-10,1,Present
STU0020,Swathi Nair,MECH,3,C,Thermodynamics,2026-02-15,3,Late
STU0021,Rahul Rao,CIVIL,3,A,Surveying,2026-05-23,6,Late
STU0021,Rahul Rao,CIVIL,3,A,Geotechnical Engg,2026-05-20,2,Absent
STU0021,Rahul Rao,CIVIL,3,A,Surveying,2026-01-05,1,Unknown
STU0021,Rahul Rao,CIVIL,3,A,Structural Analysis,2026-06-07,1,Unknown
STU0021,Rahul Rao,CIVIL,3,A,Surveying,2026-03-28,8,Absent
STU0021,Rahul Rao,CIVIL,3,A,Geotechnical Engg,2026-05-10,7,Present
STU0021,Rahul Rao,CIVIL,3,A,Surveying,2026-01-09,7,Present
STU0021,Rahul Rao,CIVIL,3,A,Structural Analysis,2026-02-02,2,Present
STU0021,Rahul Rao,CIVIL,3,A,Geotechnical Engg,2026-04-07,5,Present
STU0022,Nithya Iyer,CSE,3,A,Data Structures,2026-03-24,6,Late
STU0022,Nithya Iyer,CSE,3,A,Operating Systems,2026-03-07,1,Present
STU0022,Nithya Iyer,CSE,3,A,Computer Networks,2026-01-19,2,Present
STU0022,Nithya Iyer,CSE,3,A,Operating Systems,2026-03-07,7,Present
STU0022,Nithya Iyer,CSE,3,A,DBMS,2026-05-30,3,Present
STU0022,Nithya Iyer,CSE,3,A,Operating Systems,2026-01-25,7,Present
STU0022,Nithya Iyer,CSE,3,A,DBMS,2026-01-26,6,Present
STU0022,Nithya Iyer,CSE,3,A,DBMS,2026-05-09,-1,Present
STU0022,Nithya Iyer,CSE,3,A,Unknown,2026-01-22,6,Present
STU0022,Nithya Iyer,CSE,3,A,DBMS,2026-05-21,6,Present
STU0022,Nithya Iyer,CSE,3,A,DBMS,2026-02-06,3,Present
STU0022,Nithya Iyer,CSE,3,A,Computer Networks,2026-02-06,4,Present
STU0023,Suresh Iyer,ECE,4,B,Digital Electronics,2026-06-22,6,Absent
STU0023,Suresh Iyer,ECE,4,B,Signals & Systems,2026-05-06,8,Unknown
STU0023,Suresh Iyer,ECE,4,B,VLSI Design,2026-05-25,4,Present
STU0023,Suresh Iyer,ECE,4,B,VLSI Design,2026-02-16,6,Unknown
STU0023,Suresh Iyer,ECE,4,B,Signals & Systems,2026-03-13,2,Absent
STU0023,Suresh Iyer,ECE,4,B,Signals & Systems,2026-05-20,4,Present
STU0023,Suresh Iyer,ECE,4,B,Digital Electronics,2026-06-09,5,Present
STU0023,Suresh Iyer,ECE,4,B,Signals & Systems,2026-04-23,7,Present
STU0023,Suresh Iyer,ECE,4,B,Signals & Systems,2026-02-28,3,Absent
STU0023,Suresh Iyer,ECE,4,B,Signals & Systems,2026-05-23,7,Present
STU0024,Pooja Mani,EEE,2,B,Control Systems,2026-06-30,6,Present
STU0024,Pooja Mani,EEE,2,B,Power Systems,2026-02-25,1,Absent
STU0024,Pooja Mani,EEE,2,B,Power Systems,2026-03-25,2,Present
STU0024,Pooja Mani,EEE,2,B,Electrical Machines,2026-04-17,7,Present
STU0024,Pooja Mani,EEE,2,B,Power Systems,2026-06-25,6,Present
STU0024,Pooja Mani,EEE,2,B,Control Systems,2026-06-20,4,Present
STU0024,Pooja Mani,EEE,2,B,Power Systems,2026-04-10,4,Present
STU0025,Sanjay Pillai,EEE,3,B,Electrical Machines,2026-04-27,3,Late
STU0025,Sanjay Pillai,EEE,3,B,Control Systems,2026-05-17,4,Present
STU0025,Sanjay Pillai,EEE,3,B,Power Systems,2026-04-30,5,Present
STU0025,Sanjay Pillai,EEE,3,B,Control Systems,2026-02-04,8,Late
STU0025,Sanjay Pillai,EEE,3,B,Electrical Machines,2026-03-09,6,Present
STU0026,Prasanth Sundaram,CIVIL,3,B,Surveying,2026-03-03,8,On Duty
STU0026,Prasanth Sundaram,CIVIL,3,B,Structural Analysis,2026-01-21,7,Present
STU0026,Prasanth Sundaram,CIVIL,3,B,Surveying,2026-04-01,3,Absent
STU0026,Prasanth Sundaram,CIVIL,3,B,Structural Analysis,2026-01-10,4,Present
STU0026,Prasanth Sundaram,CIVIL,3,B,Structural Analysis,2026-06-04,1,Present
STU0026,Prasanth Sundaram,CIVIL,3,B,Surveying,2026-05-26,6,Present
STU0027,Lakshmi Kumar,EEE,2,C,Unknown,2026-03-04,2,Present
STU0027,Lakshmi Kumar,EEE,2,C,Electrical Machines,2026-06-04,6,Present
STU0027,Lakshmi Kumar,EEE,2,C,Electrical Machines,2026-03-02,3,Present
STU0027,Lakshmi Kumar,EEE,2,C,Control Systems,2026-01-06,8,Absent
STU0027,Lakshmi Kumar,EEE,2,C,Electrical Machines,2026-01-23,4,Late
STU0027,Lakshmi Kumar,EEE,2,C,Power Systems,2026-06-15,5,Absent
STU0027,Lakshmi Kumar,EEE,2,C,Power Systems,2026-01-20,8,Absent
STU0027,Lakshmi Kumar,EEE,2,C,Control Systems,2026-03-04,8,Present
STU0027,Lakshmi Kumar,EEE,2,C,Power Systems,2026-01-22,7,Late
STU0027,Lakshmi Kumar,EEE,2,C,Power Systems,2026-01-13,8,Present
STU0028,Arjun Mani,CSE,4,A,Data Structures,2026-03-30,7,Present
STU0028,Arjun Mani,CSE,4,A,Operating Systems,2026-01-23,1,Present
STU0028,Arjun Mani,CSE,4,A,Data Structures,2026-05-16,-1,Present
STU0028,Arjun Mani,CSE,4,A,DBMS,2026-03-06,6,Present
STU0028,Arjun Mani,CSE,4,A,DBMS,2026-03-17,4,Present
STU0028,Arjun Mani,CSE,4,A,Operating Systems,2026-06-25,7,Present
STU0028,Arjun Mani,CSE,4,A,Computer Networks,2026-05-09,8,Unknown
STU0028,Arjun Mani,CSE,4,A,Computer Networks,2026-02-28,5,Present
STU0029,Vikram Kumar,CSE,2,B,DBMS,2026-05-23,5,Present
STU0029,Vikram Kumar,CSE,2,B,DBMS,2026-02-07,1,Late
STU0029,Vikram Kumar,CSE,2,B,DBMS,2026-05-31,8,Present
STU0029,Vikram Kumar,CSE,2,B,Operating Systems,2026-06-01,8,Present
STU0029,Vikram Kumar,CSE,2,B,DBMS,2026-05-06,4,Unknown
STU0029,Vikram Kumar,CSE,2,B,DBMS,2026-03-08,1,Late
STU0029,Vikram Kumar,CSE,2,B,Data Structures,2026-05-06,2,Late
STU0029,Vikram Kumar,CSE,2,B,Computer Networks,2026-04-19,7,Present
STU0030,Karthik Rao,IT,3,A,Software Engineering,2026-02-22,6,Present
STU0030,Karthik Rao,IT,3,A,Web Technology,2026-01-29,3,Absent
STU0030,Karthik Rao,IT,3,A,Web Technology,2026-01-29,4,Absent
STU0030,Karthik Rao,IT,3,A,Cloud Computing,2026-06-22,8,Present
STU0030,Karthik Rao,IT,3,A,Web Technology,2026-04-25,5,Present
STU0030,Karthik Rao,IT,3,A,Software Engineering,2026-04-05,-1,Unknown
STU0030,Karthik Rao,IT,3,A,Web Technology,2026-04-23,3,Unknown
STU0030,Karthik Rao,IT,3,A,Web Technology,2026-04-20,6,Present
STU0030,Karthik Rao,IT,3,A,Software Engineering,2026-05-04,7,Absent
STU0030,Karthik Rao,IT,3,A,Software Engineering,2026-01-18,3,Present
STU0030,Karthik Rao,IT,3,A,Web Technology,2026-06-26,6,Present
STU0031,Shalini Nair,IT,4,B,Web Technology,2026-06-21,4,Present
STU0031,Shalini Nair,IT,4,B,Software Engineering,2026-06-19,3,Absent
STU0031,Shalini Nair,IT,4,B,Cloud Computing,2026-01-30,8,Present
STU0031,Shalini Nair,IT,4,B,Cloud Computing,2026-01-20,5,Absent
STU0031,Shalini Nair,IT,4,B,Software Engineering,2026-04-18,1,Late
STU0031,Shalini Nair,IT,4,B,Web Technology,2026-04-01,2,Absent
STU0031,Shalini Nair,IT,4,B,Cloud Computing,2026-02-01,8,Present
STU0031,Shalini Nair,IT,4,B,Web Technology,2026-03-09,4,Absent
STU0032,Prasanth Reddy,IT,2,A,Software Engineering,2026-02-23,3,On Duty
STU0032,Prasanth Reddy,IT,2,A,Web Technology,2026-02-22,3,Unknown
STU0032,Prasanth Reddy,IT,2,A,Web Technology,2026-05-22,7,Absent
STU0032,Prasanth Reddy,IT,2,A,Web Technology,2026-04-29,1,Present
STU0032,Prasanth Reddy,IT,2,A,Web Technology,2026-02-09,8,Late
STU0032,Prasanth Reddy,IT,2,A,Cloud Computing,2026-04-23,3,Present
STU0032,Prasanth Reddy,IT,2,A,Software Engineering,2026-02-20,1,Present
STU0032,Prasanth Reddy,IT,2,A,Cloud Computing,2026-03-17,8,Present
STU0032,Prasanth Reddy,IT,2,A,Cloud Computing,2026-05-03,6,Present
STU0032,Prasanth Reddy,IT,2,A,Cloud Computing,2026-03-09,7,Present
STU0032,Prasanth Reddy,IT,2,A,Cloud Computing,2026-01-24,6,Unknown
STU0032,Prasanth Reddy,IT,2,A,Software Engineering,2026-04-28,8,Present
STU0032,Prasanth Reddy,IT,2,A,Cloud Computing,2026-05-25,8,Unknown
STU0033,Meena Venkatesan,MECH,4,A,Machine Design,2026-01-30,1,Present
STU0033,Meena Venkatesan,MECH,4,A,Thermodynamics,2026-01-17,5,Present
STU0033,Meena Venkatesan,MECH,4,A,Fluid Mechanics,2026-06-20,1,Present
STU0033,Meena Venkatesan,MECH,4,A,Fluid Mechanics,2026-05-23,3,On Duty
STU0033,Meena Venkatesan,MECH,4,A,Thermodynamics,2026-01-08,3,Present
STU0033,Meena Venkatesan,MECH,4,A,Fluid Mechanics,2026-01-28,6,Present
STU0033,Meena Venkatesan,MECH,4,A,Thermodynamics,2026-03-06,7,Present
STU0033,Meena Venkatesan,MECH,4,A,Unknown,2026-02-16,1,Unknown
STU0033,Meena Venkatesan,MECH,4,A,Fluid Mechanics,2026-04-19,6,Present
STU0034,Priya Sundaram,MECH,2,C,Fluid Mechanics,2026-05-09,1,Absent
STU0034,Priya Sundaram,MECH,2,C,Machine Design,2026-05-08,4,Absent
STU0034,Priya Sundaram,MECH,2,C,Thermodynamics,2026-02-28,7,Late
STU0034,Priya Sundaram,MECH,2,C,Fluid Mechanics,2026-04-17,6,Present
STU0034,Priya Sundaram,MECH,2,C,Machine Design,2026-01-20,2,Present
STU0035,Nithya Reddy,IT,3,A,Software Engineering,2026-02-16,1,Present
STU0035,Nithya Reddy,IT,3,A,Software Engineering,2026-04-12,4,Present
STU0035,Nithya Reddy,IT,3,A,Cloud Computing,2026-01-05,3,Present
STU0035,Nithya Reddy,IT,3,A,Web Technology,2026-04-14,5,Present
STU0035,Nithya Reddy,IT,3,A,Cloud Computing,2026-03-13,1,Present
STU0035,Nithya Reddy,IT,3,A,Web Technology,2026-05-01,2,Present
STU0035,Nithya Reddy,IT,3,A,Cloud Computing,2026-03-19,5,Present
STU0035,Nithya Reddy,IT,3,A,Cloud Computing,2026-04-23,6,Present
STU0035,Nithya Reddy,IT,3,A,Web Technology,2026-05-27,1,On Duty
STU0035,Nithya Reddy,IT,3,A,Software Engineering,2026-06-23,8,Present
STU0036,Anu Pillai,EEE,1,A,Control Systems,2026-05-09,8,Present
STU0036,Anu Pillai,EEE,1,A,Control Systems,2026-02-13,3,Present
STU0036,Anu Pillai,EEE,1,A,Power Systems,2026-02-22,2,Absent
STU0036,Anu Pillai,EEE,1,A,Power Systems,2026-03-21,4,Absent
STU0036,Anu Pillai,EEE,1,A,Power Systems,2026-03-01,7,Present
STU0036,Anu Pillai,EEE,1,A,Power Systems,2026-01-19,1,Present
STU0037,Priya Mani,CIVIL,4,B,Surveying,2026-06-02,4,Absent
STU0037,Priya Mani,CIVIL,4,B,Surveying,2026-05-23,7,Present
STU0037,Priya Mani,CIVIL,4,B,Geotechnical Engg,2026-01-20,7,Present
STU0037,Priya Mani,CIVIL,4,B,Structural Analysis,2026-03-26,8,Present
STU0037,Priya Mani,CIVIL,4,B,Geotechnical Engg,2026-01-19,8,Present
STU0038,Harish Reddy,EEE,2,A,Power Systems,2026-01-17,4,Absent
STU0038,Harish Reddy,EEE,2,A,Control Systems,2026-06-03,5,Present
STU0038,Harish Reddy,EEE,2,A,Control Systems,2026-05-07,7,Present
STU0038,Harish Reddy,EEE,2,A,Electrical Machines,2026-05-13,8,Present
STU0038,Harish Reddy,EEE,2,A,Power Systems,2026-05-20,8,Present
STU0038,Harish Reddy,EEE,2,A,Electrical Machines,2026-02-14,4,Present
STU0039,Harish Kumar,EEE,1,C,Control Systems,2026-01-19,5,Present
STU0039,Harish Kumar,EEE,1,C,Electrical Machines,2026-05-15,2,Present
STU0039,Harish Kumar,EEE,1,C,Power Systems,2026-01-25,1,Present
STU0039,Harish Kumar,EEE,1,C,Control Systems,2026-02-21,8,Present
STU0040,Dinesh Kumar,EEE,4,A,Electrical Machines,2026-01-22,2,Present
STU0040,Dinesh Kumar,EEE,4,A,Electrical Machines,2026-06-06,3,Present
STU0040,Dinesh Kumar,EEE,4,A,Control Systems,2026-01-22,2,Present
STU0040,Dinesh Kumar,EEE,4,A,Electrical Machines,2026-06-26,3,Present
STU0040,Dinesh Kumar,EEE,4,A,Control Systems,2026-03-06,4,Present
STU0040,Dinesh Kumar,EEE,4,A,Electrical Machines,2026-04-18,1,Present
STU0040,Dinesh Kumar,EEE,4,A,Electrical Machines,2026-02-04,5,Present
STU0040,Dinesh Kumar,EEE,4,A,Power Systems,2026-05-30,8,Present
STU0040,Dinesh Kumar,EEE,4,A,Control Systems,2026-03-09,7,Present
STU0040,Dinesh Kumar,EEE,4,A,Control Systems,2026-06-02,2,Unknown
STU0040,Dinesh Kumar,EEE,4,A,Control Systems,2026-06-06,6,Present
